id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
68547,two beds with private shower 30% off,340570,Atún,Ciutat Vella,el Barri Gòtic,41.38071988862891,2.1781089116350247,Private room,47,2,50,2017-09-24,0.60,1,359
69149,Single room in Nice&Spacious Flat ,73385,Delphine,Eixample,la Nova Esquerra de l'Eixample,41.382314979394955,2.1498950973559703,Private room,25,2,7,2016-05-29,0.10,4,365
69151,Single room in Nice&Spacious Flat ,73385,Delphine,Eixample,la Nova Esquerra de l'Eixample,41.382222372843216,2.1521166851000566,Private room,25,2,40,2017-08-04,0.48,4,363
70099,"Room with a View, Bcn City Center",353987,Alex,Ciutat Vella,el Raval,41.378284332844,2.1708049698328726,Private room,29,1,197,2018-02-03,2.32,1,219
71553,PENTHOUSE SPECIAL PRICE ON JANUARY 2018!,366654,Arian Watermelon Barcelona!,Eixample,el Fort Pienc,41.39740375606598,2.1768202149260754,Entire home/apt,120,2,44,2017-11-12,0.53,6,342
71603,ASK FOR SPECIAL PRICES ON JANUARY 2018!!,366654,Arian Watermelon Barcelona!,Eixample,la Dreta de l'Eixample,41.390379533157926,2.1760633161656253,Entire home/apt,390,2,35,2017-10-10,0.41,6,365
72436,Lugaris Beach Business Apartment,375625,Xavier,Sant Martí,el Poblenou,41.39837413386731,2.206234352358284,Entire home/apt,1000,3,43,2018-02-04,1.02,6,351
73455,RAMBLAS ORCHID2 FAMILY APARTMENT,383697,Anna,Ciutat Vella,el Raval,41.38422257403041,2.1670092261839797,Entire home/apt,120,3,59,2018-01-17,1.03,17,323
73481,NOU RAMBLA CENTRAL STUDIO,383697,Anna,Ciutat Vella,el Raval,41.378952758332716,2.1740599950640678,Entire home/apt,95,3,86,2018-01-21,2.50,17,328
73643,Salva B1 - VivoBarcelona Apts.,385249,Joel,Sants-Montjuïc,el Poble Sec,41.37196340924213,2.1638551485993394,Entire home/apt,189,3,13,2017-10-18,0.37,11,249
73649,PB1 - great terrace and little pool,385249,Joel,Sants-Montjuïc,Hostafrancs,41.37496458847168,2.1460610815984635,Entire home/apt,170,3,7,2017-06-29,0.19,11,287
73683,Sagrada Familia area for 12+ people,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40506469617693,2.1708111675811006,Entire home/apt,300,2,112,2017-09-02,1.38,12,287
73692,Rustic apartment : Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.39107682312345,2.1652094808037186,Entire home/apt,105,2,29,2017-08-03,0.43,5,317
73693,Huge family apt with patio: Central (HUTB-005825),297545,Anil,Sants-Montjuïc,el Poble Sec,41.371628661781926,2.165909957230637,Entire home/apt,65,2,28,2018-01-06,0.61,5,288
73700,Centrally located budget apartment (HUTB-005832),297545,Anil,Sants-Montjuïc,el Poble Sec,41.37335457871332,2.1616515002562258,Entire home/apt,65,2,46,2017-12-08,0.69,5,338
74562,Cute Suite near the MACBA,382031,Lisette,Ciutat Vella,el Raval,41.38255015926335,2.1683645964737943,Private room,70,3,145,2017-10-02,1.72,1,349
75003,Holy Family Apartment H41,396363,Oscar And Diego,Eixample,la Sagrada Família,41.40438521139062,2.1777725489748527,Entire home/apt,113,2,5,2016-10-16,0.06,72,356
75411,Sagrada Familia Clot Patio,400154,Mireia,Sant Martí,el Clot,41.40825078107806,2.187291430812988,Entire home/apt,120,3,16,2017-12-04,0.22,3,147
79755,3Br-2bath-AC Full 5 stars reviews!,429939,Antonio,Eixample,l'Antiga Esquerra de l'Eixample,41.39090174091459,2.150581156438317,Entire home/apt,110,3,190,2017-12-31,2.30,1,36
80004,Parc Montjuic,431839,Xavier,Sants-Montjuïc,el Poble Sec,41.37188305815928,2.166560860098896,Entire home/apt,107,4,79,2018-01-04,0.97,1,237
81291,Sunny attic with pool near the beach!,95585,Daniela,Sant Martí,el Poblenou,41.404765167219985,2.2026395972562574,Entire home/apt,139,2,68,2018-01-02,1.02,3,336
83283,★PLAZA ©ATALUÑA ®oom x2 + private bath®oom+wifi,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.38227283723164,2.161409856559936,Private room,35,2,77,2018-01-02,0.93,4,351
83403,La Pedrera Paseo de Gracia I,396363,Oscar And Diego,Eixample,la Dreta de l'Eixample,41.395339964626245,2.164757940053526,Entire home/apt,146,2,2,2015-05-15,0.03,72,0
89756,"Old town 1, 6minutesfrom Ramblas",488117,David,Ciutat Vella,el Raval,41.37815338278758,2.16894289793616,Entire home/apt,350,6,10,2017-04-07,0.16,4,338
89776,Modernist flat Downtown Casa Estapé | Barcelona,488151,Pols,Eixample,el Fort Pienc,41.39376507480906,2.1795035757482255,Entire home/apt,65,3,208,2018-01-09,2.73,1,251
92425,PLAZA CATALUNYA CENTRAL TWO BEDROOM APARTMENT,497450,Francesc,Ciutat Vella,el Raval,41.38520192060267,2.1690216966184224,Entire home/apt,45,15,73,2017-10-18,1.02,3,155
95560,La Sagrada Familia (and metro) 4 blocks!,494228,Julián,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.405846520191176,2.1688797820240775,Private room,15,2,384,2018-01-27,4.70,2,161
95719,Lovely room to rent in El Gotico,509260,Dalila,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38389725862773,2.180114760948354,Private room,53,2,148,2018-01-02,1.79,1,340
97529,CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT,497450,Francesc,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40905670582747,2.165385047170188,Entire home/apt,38,32,62,2016-11-05,0.82,3,155
101021,"Vista Real en suite, la Boheme chic",529756,Fabienne,Ciutat Vella,el Barri Gòtic,41.38030603826841,2.1744716697638093,Entire home/apt,235,3,83,2018-01-15,1.07,3,200
104485,Best Location guarantee!,543801,Pinar,Eixample,l'Antiga Esquerra de l'Eixample,41.39118864860903,2.1564145967314827,Private room,20,2,181,2017-11-30,2.29,1,37
107437,A beautiful  villa in Barcelona,556626,Beatriz,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42864338347722,2.091585894684503,Entire home/apt,200,3,29,2018-01-03,0.36,2,283
108215,Big Room 4 rent in BCN Downtown 1/2,559889,Zesare,Ciutat Vella,el Raval,41.3810191220048,2.1654201344558577,Private room,40,2,49,2017-09-26,0.73,3,190
109462,Industria Atico Terrace Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40270427632093,2.1672528664114448,Entire home/apt,90,2,0,,,72,361
110033,Alió I  Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.403682466595946,2.1666413679936958,Entire home/apt,90,2,9,2017-11-22,0.11,72,353
110041,Alió II  Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.402506569044725,2.165076616742391,Entire home/apt,90,2,1,2012-07-16,0.01,72,349
110098,Gignàs Gotic Area Old Town City,396363,Oscar And Diego,Ciutat Vella,el Barri Gòtic,41.38044712765654,2.1792852211714826,Entire home/apt,90,2,5,2017-05-24,0.06,72,239
117010,Spacious Flat near Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.40745469653141,2.1740073609983974,Entire home/apt,199,4,34,2016-06-07,0.43,7,186
118126,"Gràcia Essence, enjoy  Barcelona",454681,Nuria,Gràcia,la Vila de Gràcia,41.39872974515415,2.155039610797118,Entire home/apt,72,6,201,2017-12-31,2.47,1,196
119458,Coqueto y céntrico estudio en Bcn!,603091,Laura,Eixample,la Dreta de l'Eixample,41.398591688691084,2.1745227730690297,Entire home/apt,60,25,0,,,1,307
119546,BCN HUGEROOM DTOWN PRIVATE BATHROOM.,603336,Kiko,Ciutat Vella,el Raval,41.379692061280274,2.1653179757634784,Private room,41,3,222,2018-01-30,2.72,1,347
121210,"BIG ROOM IN CITY CENTER,NEAR BEACH!",594334,Carmen,Eixample,el Fort Pienc,41.39738256021417,2.183982431695755,Private room,51,5,154,2017-12-09,1.89,7,54
123746,SINGLE ROOM IN BARCELONA CENTER,617921,Carl,Ciutat Vella,el Raval,41.382969652417174,2.170671888466095,Private room,32,2,73,2017-08-28,0.92,1,90
126510,Fab double room in Barcelona city center,627612,Tomas,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.388001435327745,2.1756262501887673,Private room,120,2,122,2017-10-29,1.50,1,312
126836,Cozy bedroom next to Old Harbor,615805,David,Ciutat Vella,el Barri Gòtic,41.382350982413,2.1792748106020126,Private room,23,3,72,2018-01-02,0.90,1,144
127905,Very calm apartment in the center,632830,Federico,Gràcia,la Vila de Gràcia,41.40667856091863,2.151944082071107,Entire home/apt,65,3,293,2018-02-02,19.45,4,176
128426,"Green, Nice and Quiet Room (A1)",236590,Joan Pere,Eixample,la Sagrada Família,41.406882752156655,2.176934267164007,Private room,35,3,161,2018-01-01,3.26,2,365
128463,Private Suite in residential area!!,635253,Sebastian,Sants-Montjuïc,Sants,41.37242433368646,2.136366432857283,Private room,30,3,184,2018-01-23,2.35,1,264
130227,Spacious Room with Pool and Terrace,641496,Dolors,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.406459515690884,2.212821363041517,Private room,29,2,66,2017-10-20,1.43,1,160
133420,Barcelona city center,655334,Diego,Ciutat Vella,el Barri Gòtic,41.38015605410478,2.1752227669718596,Entire home/apt,99,2,44,2016-07-27,0.57,1,0
134516,Villarroel Apartment WI-FI ,660096,Nata,Eixample,l'Antiga Esquerra de l'Eixample,41.38494335221026,2.1580039418008155,Entire home/apt,91,3,229,2018-01-31,2.87,1,235
135513,GREAT OFFER!  CITY BEACH APARTMENT,664196,Teresa,Sant Martí,el Poblenou,41.39841477453677,2.206129782666205,Entire home/apt,80,3,81,2017-10-25,1.05,1,315
136043,Twin room (2 people only) in Quirky central flat,666414,Fiona,Sants-Montjuïc,el Poble Sec,41.37260390556262,2.1667021558149333,Private room,60,2,62,2017-08-24,0.78,1,31
136670,"Room beside UPC, ESADE, Barça, Real Club Tennis",610674,Maria,Les Corts,Pedralbes,41.38845967335021,2.123508020962989,Private room,35,3,92,2017-11-06,1.19,2,347
141054,Great studio in the heart of Borne,686428,Sofia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38709095472114,2.1811191046187455,Entire home/apt,60,2,257,2018-01-19,3.18,3,272
142121,You clean Barcelona Refuge 2 of 2,620454,Reinhard,Ciutat Vella,el Barri Gòtic,41.381685417439314,2.175532041438888,Entire home/apt,45,16,27,2017-09-20,0.35,2,173
142122,You clean Rambla Anarchist Hide,620454,Reinhard,Ciutat Vella,el Barri Gòtic,41.37978257737136,2.1752940788766515,Entire home/apt,45,14,21,2017-10-20,0.26,2,286
142361,Mobile World Congress 2018..feel at home,445671,Montse,Sants-Montjuïc,el Poble Sec,41.37206294482117,2.165020999257556,Entire home/apt,80,6,5,2017-04-15,0.06,1,205
144471,★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.382255182832004,2.1589821922580024,Private room,35,2,32,2016-08-04,0.40,4,335
144801,Penthouse near Picasso Museum ,701493,Isabel,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38487067062843,2.1799715376773485,Entire home/apt,80,30,43,2017-10-27,0.56,1,217
147275,"1 Room free in Barcelona, Spain",711907,Antuan,Horta-Guinardó,el Guinardó,41.423182123991445,2.1750076843646484,Private room,15,5,49,2018-01-23,1.47,1,303
148104,NICE ROOM NEAR BEACH & CITY CENTER,594334,Carmen,Eixample,el Fort Pienc,41.3969789555538,2.1838011226541036,Private room,40,1,195,2018-01-29,2.42,7,247
151114,Very cute room with amazing views!,727790,Anna & Jorge,Horta-Guinardó,el Guinardó,41.42120417380667,2.179726570468454,Private room,39,2,2,2014-06-15,0.04,1,365
154281,"Nice bedroom in a Loft, El Raval",742068,R&M,Ciutat Vella,el Raval,41.37799356021512,2.1728071191749514,Private room,50,2,215,2017-11-19,2.77,2,139
154437,Charming room  Diagonal wifi 100 Mb,474355,Annais,Eixample,l'Antiga Esquerra de l'Eixample,41.39106009779585,2.150897996236132,Private room,28,7,55,2017-11-15,0.70,1,41
154498,"Blue, Cosy and Quiet (A2)",236590,Joan Pere,Eixample,la Sagrada Família,41.405912663473096,2.1751925050679377,Private room,35,3,221,2017-10-01,3.06,2,351
155872,Piso en Barcelona - Park Guell,749525,Esther,Horta-Guinardó,el Carmel,41.42137201977125,2.1548375440918623,Entire home/apt,55,2,56,2017-12-02,0.84,1,243
158238,CENTRAL Wi Fi  w/TERRASSE 8 people,759411,Raquel,Les Corts,les Corts,41.38416168897486,2.136355063060227,Entire home/apt,120,3,91,2018-01-01,1.14,2,333
162091,Cosy Apartment in Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.40532139365592,2.17427032234022,Entire home/apt,149,3,35,2017-06-03,0.50,7,184
163490,"AMAZING LUXURY 2Bd, PLAZA CATALUÑA!",713364,Horacio,Eixample,la Dreta de l'Eixample,41.39105505291397,2.1766222340885806,Entire home/apt,140,3,92,2018-01-12,1.33,2,307
164456,Bedroom+pvt bathroom+pvt living,784341,Paola,Ciutat Vella,el Barri Gòtic,41.383405042584464,2.1725675806282787,Private room,50,4,86,2016-11-17,1.12,3,97
171646,Sagrada Familia Clot Atico,400154,Mireia,Sant Martí,el Clot,41.406957729672676,2.1871118600746784,Entire home/apt,105,3,20,2017-10-30,0.35,3,158
173718,PLAZA CATALUÑA-RAMBLAS LARGE 23m2 ENSUITE BEDROOM,497450,Francesc,Ciutat Vella,el Raval,41.38429914675165,2.167994309765031,Private room,60,32,17,2018-01-22,0.35,3,349
174382,Design Flat in The Very Center,567180,Suite Home,Eixample,la Sagrada Família,41.406161167910774,2.174231224132553,Entire home/apt,149,4,6,2016-10-24,0.21,7,186
179488,Room for rent in BCN/ non smoker,859557,Montse,Sant Andreu,Sant Andreu,41.43350853622074,2.1942448838231927,Private room,22,1,5,2017-10-31,0.23,5,119
179550,Room for rent in BCN/ non smoker,859557,Montse,Sant Andreu,Sant Andreu,41.434840080792824,2.1923428762975448,Private room,20,10,6,2016-12-01,0.08,5,127
179619,Affordable Barcelona for you!,860071,Joan,Sants-Montjuïc,Sants,41.37150747355048,2.1360673629073124,Private room,25,2,43,2017-07-16,0.55,3,311
180293,Ally`s Guest House Barcelona,863772,Graciela,Eixample,la Dreta de l'Eixample,41.39847183577318,2.164521356519846,Private room,50,2,1,2012-05-05,0.01,1,271
181824,Double bedroom with terrace + pool,852032,Brais,Sant Martí,Provençals del Poblenou,41.40846329611523,2.204201902092505,Private room,54,2,185,2017-10-24,2.34,1,236
183650,EQUIPPED DOUBLE ROOM WIFI CASANOVA,880805,Miguel,Eixample,Sant Antoni,41.38258499703657,2.1622392775558192,Private room,50,2,29,2015-06-17,0.37,2,365
183858,"Central, Bright & Beautiful room",180478,Carlos,Ciutat Vella,el Raval,41.38058902746083,2.168827387112863,Private room,23,3,111,2017-09-08,1.41,1,86
184373,THE PASSION  ROOM ...,829660,Maria,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.382814852261205,2.181483413064863,Private room,70,2,54,2018-01-02,0.82,2,154
184516,lovely huge 30mq room with pvt bathroom,784341,Paola,Ciutat Vella,el Barri Gòtic,41.381985065930365,2.173571616552118,Private room,55,4,30,2018-01-27,0.39,3,197
186221,La Sagrada Familia: small and simple room.,494228,Julián,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40671270041131,2.167166934078426,Private room,18,2,497,2018-02-04,6.31,2,146
186540,Fully equipped loft near Sagrada Familia,896554,Josep Lluís,Sant Martí,el Clot,41.41076268295587,2.1907801598406857,Entire home/apt,42,32,8,2018-01-28,0.43,1,0
186542,Lovely and sunny double room in BCN,896372,Marina,Eixample,la Dreta de l'Eixample,41.393260943071425,2.1738562825130314,Private room,33,2,49,2013-06-20,0.62,1,0
186598, Double room and cozy,896690,Mona,Ciutat Vella,el Raval,41.38179793469843,2.165271754648658,Private room,35,2,266,2018-02-02,3.43,1,266
188267,LUXURY APARTMENT WITH SPECIAL JANUARY 2018 PRICES,366654,Arian Watermelon Barcelona!,Eixample,la Dreta de l'Eixample,41.3936751292841,2.1761417972119377,Entire home/apt,360,2,64,2017-07-11,0.83,6,350
190348,Apartment with large terrace,919480,Elisa,Les Corts,Pedralbes,41.39008751231269,2.125875092172398,Private room,46,7,1,2016-06-09,0.05,1,0
191303,THE WHITE SUITE...,829660,Maria,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38471834897771,2.181491011573481,Private room,85,2,49,2017-10-09,0.72,2,152
193923,Single room in the real Barcelona,939590,Mónica,Horta-Guinardó,Horta,41.43845863273225,2.1555964908539478,Private room,20,3,96,2017-11-02,1.23,1,338
194460,Double Private room with breakfast near the beach,944355,Luis Alberto,Sant Martí,el Besòs i el Maresme,41.41431499414094,2.21686335273105,Private room,20,2,198,2018-02-05,13.62,1,175
195092,Bonitas vistas de Barcelona,913807,Ariadna,Gràcia,la Salut,41.41025789128281,2.1562282543929734,Private room,130,2,0,,,1,365
196021,Old-time-charm apartment with patio!,953719,Maria,Eixample,l'Antiga Esquerra de l'Eixample,41.38796340501742,2.1594557449096383,Entire home/apt,265,4,177,2018-01-18,2.28,2,291
196196,Large Flat next to Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.406254340332055,2.1751178825377435,Entire home/apt,159,3,74,2017-07-25,0.95,7,186
197267,Cozy Studio in Gracia Neighborhood,632830,Federico,Gràcia,la Vila de Gràcia,41.405225401577965,2.151865007358684,Entire home/apt,60,3,250,2018-01-22,3.35,4,180
198958,STUNNING sea view + pool Barcelona!,971768,Akira,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40708723271037,2.215801860449871,Entire home/apt,320,1,49,2017-11-17,0.70,12,182
199422,Modern apt near beach & city center,971768,Akira,Eixample,el Fort Pienc,41.397045800565266,2.1845089169928347,Entire home/apt,94,1,30,2018-01-03,0.39,12,223
199794,Centric Double Room Private Bathroom - month  rent,440825,Teresa,Eixample,l'Antiga Esquerra de l'Eixample,41.383362640262256,2.158530305267757,Private room,35,1,61,2018-01-22,1.12,1,201
201958,Lux Apartment,177617,Joaquin,Ciutat Vella,el Barri Gòtic,41.38801972713803,2.1730056353958043,Entire home/apt,95,28,13,2018-01-18,0.17,5,256
202219,COMFORT AND RELAX IN BARCELONA,552024,Daniela,Ciutat Vella,el Barri Gòtic,41.38267371578526,2.1743156354961535,Private room,40,3,62,2017-09-12,0.82,1,186
206111,Super Centric Apartment Barcelona,151623,Thierry,Eixample,Sant Antoni,41.3754806951024,2.1669529795021005,Entire home/apt,109,2,75,2017-10-09,0.97,1,344
206122,Amazing Loft in BCN Center (B0132),1013855,Alex,Gràcia,la Vila de Gràcia,41.39839506071554,2.1579936553738692,Entire home/apt,125,4,110,2018-01-15,1.46,10,266
206167,"BRIGHT, COMFY AND CENTRAL",1014050,Minerva,Sants-Montjuïc,el Poble Sec,41.37405992960096,2.1652367579927003,Entire home/apt,120,3,49,2018-01-10,0.64,1,51
207151,Cerca de Sagrada Família ,1019256,Laia,Eixample,la Sagrada Família,41.41057510913004,2.173890329335703,Entire home/apt,80,3,0,,,1,35
208684,THE WAY WE LIVE with private bath,1027356,Jesper,Ciutat Vella,el Raval,41.37885833780093,2.1688392668437295,Private room,49,1,239,2018-01-18,3.05,2,131
209673,Sweet Apartment in Gràcia district!,1033366,Elena,Gràcia,la Vila de Gràcia,41.39894687408239,2.1574220753256372,Entire home/apt,77,1,170,2018-02-04,2.74,1,287
213296,Big/Centric Room-Palau de la Musica,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38771439698752,2.1763033210690126,Private room,28,2,228,2018-01-23,3.27,3,239
213368,Lovely room Barcelona up 2 people,1037730,Elisagela Cristina,Gràcia,la Salut,41.41299665211383,2.158998460851589,Private room,45,2,42,2017-05-02,0.55,2,339
213581,Room Centric + Personal Dressing,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38817670616011,2.1757101702169543,Private room,27,2,176,2018-01-10,2.40,3,274
214322,❤️Barcelona Center-Direct subway MWC❤️,1106200,Xavier,Eixample,el Fort Pienc,41.39240864182717,2.1796376470224654,Entire home/apt,140,2,24,2017-07-30,0.31,1,10
214970,Cozy room in central flat Barcelona,1110014,Janeth,Sants-Montjuïc,el Poble Sec,41.37171232025432,2.1641241475780943,Private room,35,3,83,2018-01-30,1.21,1,239
216699,SUPER CENTRAL CUTE DOUBLE ROOM+TERRACE!,1118232,Fran,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.384841789072844,2.1779576682072954,Private room,42,3,273,2018-01-07,3.67,1,140
217826,Double room in a Beautiful and Sunny shared Attic,95585,Daniela,Ciutat Vella,el Barri Gòtic,41.38195562739997,2.1784658853237677,Private room,45,2,156,2018-01-02,2.01,3,336
218503,"Single room next to Bogatell Beach / 单间,旁边的海滩",1130143,Jan,Sant Martí,el Poblenou,41.39764644799466,2.2073945580085597,Private room,30,3,35,2017-10-23,0.50,2,240
223755,Charming apartment w/wifi in Gracia,1986299,Clickandflat,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.41010688115775,2.1618174654588658,Entire home/apt,120,3,18,2017-12-10,0.33,18,154
